OTU	g__[Eubacterium]	g__[Prevotella]	g__[Ruminococcus]	g__Sutterella	g__Acinetobacter	g__Actinobacillus	g__Dialister	g__Actinomyces	g__Parvimonas	g__Neisseria	g__Dorea	g__Streptococcus	g__Aggregatibacter	g__Eikenella	g__Holdemania	g__Akkermansia	g__Epulopiscium	g__Erwinia	g__Oscillospira	g__Faecalibacterium	g__Parabacteroides	g__Anaerostipes	g__Fusobacterium	g__Turicibacter	g__Phascolarctobacterium	g__Odoribacter	g__Bacteroides	g__Granulicatella	g__Haemophilus	g__Bifidobacterium	g__Bilophila	g__Blautia	g__Porphyromonas	g__Prevotella	g__Pseudomonas	g__Campylobacter	g__Lachnospira	g__Eggerthella	g__Staphylococcus	g__Roseburia	g__Rothia	g__Veillonella	g__Ruminococcus	g__Clostridium	g__Collinsella	g__Coprococcus	g__Corynebacterium
g__Campylobacter	-0.101068534957	-0.00109765386179	-0.333647235991	-0.284733618578	0.13265415272	0.319838601297	-0.0136817887105	0.179543220196	0.236748788231	0.332209843236	-0.279442572388	0.170490752351	0.359105925229	0.385445247721	-0.0706638419977	-0.0532948637263	0.111563773855	0.209574784022	-0.270035044258	-0.347959062285	-0.188048940609	-0.0936071203015	0.307182043294	0.0495261810085	-0.112574825092	-0.167414063872	-0.197911548996	0.293683772857	0.326512550689	-0.193880063296	-0.239935154524	-0.28760951254	0.139492789523	0.000291192809478	0.0871459819411	1.0	-0.265662379294	0.0972509001243	0.115451174488	-0.294558494621	0.300759354764	0.311418823843	-0.346765462308	-0.0107527371281	-0.106752967596	-0.326857788593	0.184273479438
g__Lachnospira	0.158312172342	-0.0489538055479	0.220602174272	-0.0272848864563	-0.0760833630283	-0.184427763056	-0.0529948272725	-0.0980455164132	-0.110559063988	-0.232120642772	0.0245779289579	-0.117590833881	-0.197491938188	-0.149401683469	0.202466332223	0.0859441245364	-0.0923268015059	-0.18012472453	0.112308211127	0.244532312214	0.111322038386	0.291198391184	-0.337653444512	0.124461652515	0.0833403769826	0.104951504818	0.102403910481	-0.214870342038	-0.11283236359	0.154303307627	-0.0497065813347	0.366024886662	-0.117530152432	-0.0464504184195	-0.0559238964896	-0.265662379294	1.0	-0.118694875297	-0.0798315279667	0.483919982143	-0.146238509573	-0.155899525034	0.205237914106	0.145376960771	0.0290032687487	0.338347995274	-0.158916871139
g__Eggerthella	0.0975067570395	-0.214962162619	0.0458157855183	-0.108327391999	0.107493715007	0.0388195475092	0.0816372084724	0.084482930223	0.0780517474651	0.055699661729	0.157577463041	-0.0568103269574	0.0648039997835	0.147805271577	0.112439311502	-0.0489073768926	0.199566298163	0.117789331954	-0.000216139641755	-0.105122746815	-0.069973543441	-0.0543975465764	0.0635730630192	-0.0189344216721	-0.0816542094688	-0.0826246325018	0.00676324312805	0.0607162533563	0.0128177247418	-0.0637139129099	-0.0937978047539	0.0237223562725	0.00460663483075	-0.207938514328	0.106604991676	0.0972509001243	-0.118694875297	1.0	0.00211848395841	-0.00905395245854	0.100255694754	0.0820939255854	0.0453672214876	-0.0994577998653	-0.109212787764	-0.0250790061897	-0.00410893542199
g__Staphylococcus	-0.113702725506	-0.0387325282071	-0.134552756335	-0.148628364155	0.334628197199	0.186907125894	-0.0093121972452	0.095775393246	0.0762192262499	0.071847351867	-0.143569899097	0.129919009367	0.0654135775267	0.132438710157	-0.13562587021	0.0395779870228	0.110020472285	0.251522899931	-0.221770617318	-0.181176993756	-0.199458431147	-0.0109910633556	-0.00580722645002	0.112472756653	-0.0702620942274	-0.0976815251978	-0.201308586856	0.135554355462	0.0957266272703	-0.00244965557097	-0.104337602133	-0.151133418961	0.078639890445	-0.0450362928515	0.273192814701	0.115451174488	-0.0798315279667	0.00211848395841	1.0	-0.219593972172	0.179877393656	0.0745134059941	-0.157866770512	-0.0511710308812	0.109592932663	-0.184429279205	0.397449579817
g__Roseburia	0.219809288208	0.0395094339993	0.317416239765	0.0653865715615	-0.239428566016	-0.304176229911	-0.0282918669478	-0.163155446937	-0.187757792003	-0.228046151025	0.167813633705	-0.221513347505	-0.25651086771	-0.270741419472	0.30331002085	0.0815936277297	-0.151311187446	-0.256707217723	0.232331805502	0.303510669689	0.204759280838	0.260030428006	-0.315105756676	-0.0293884047223	0.179568385004	0.112732673772	0.122538297036	-0.266670567019	-0.212304040037	0.127510986468	0.0759704885897	0.458357842146	-0.155965166141	0.0438080340216	-0.186001800053	-0.294558494621	0.483919982143	-0.00905395245854	-0.219593972172	1.0	-0.258760074656	-0.249615767213	0.314513764502	0.158440939502	-0.0106619417115	0.405622915869	-0.268771718124
g__Rothia	-0.131752831519	-0.025481335623	-0.239132746472	-0.112938614259	0.202511731726	0.243003220082	-0.0673988675742	0.355801148422	0.126626993305	0.354096497951	-0.252114683448	0.339760298508	0.218132731456	0.193700925905	-0.136498461906	-0.0978510217465	0.14407745387	0.212516363167	-0.263389436676	-0.235927854335	-0.258421957414	-0.144958275857	0.0995996220427	0.0685507074815	-0.141340773064	-0.172063507424	-0.20711295808	0.326650042992	0.199813121238	-0.115122190609	-0.287376060133	-0.241962659265	0.197586984732	-0.0176367809492	0.177271592372	0.300759354764	-0.146238509573	0.100255694754	0.179877393656	-0.258760074656	1.0	0.285768644845	-0.254677956665	-0.0578952517945	0.00184152473495	-0.265357635165	0.253740426311
g__Veillonella	-0.0169701493993	-0.0381867328737	-0.13196612916	-0.119129212294	0.133851163977	0.325290450636	0.0251612495441	0.320540460838	0.0772894968419	0.27732696845	-0.154574433338	0.442175503222	0.347557342562	0.239145532159	-0.27066473667	-0.142883051027	0.289613954214	0.216703811696	-0.271316246269	-0.207548071862	-0.227456586886	-0.273853215175	0.406865906604	-0.0476837962478	-0.17451151924	-0.266048014984	-0.119965143032	0.35817978193	0.538010762812	-0.0881582635121	-0.190383346843	-0.201404888828	0.00742096196449	-0.0500079023996	-0.00736773717258	0.311418823843	-0.155899525034	0.0820939255854	0.0745134059941	-0.249615767213	0.285768644845	1.0	-0.123615430836	0.000881744624292	-0.119443716816	-0.272926599286	0.0707319506865
g__Ruminococcus	0.310311991785	-0.0787523551154	0.97565028588	0.124504212224	-0.15464795778	-0.308033193689	0.0277108567488	-0.149887067337	-0.187878870977	-0.293430519139	0.484260710316	-0.231186170555	-0.289144152628	-0.253820762673	0.116723723592	0.0765254124611	0.0114604103783	-0.206879628141	0.376822016035	0.335715106509	0.252303491021	0.128360215399	-0.22889068436	-0.027452557229	0.111226663946	0.0675194604041	0.27947572986	-0.219109888265	-0.249253630613	0.132470817587	0.122437791278	0.501349431621	-0.216673674869	-0.0764286168102	-0.0806929601407	-0.346765462308	0.205237914106	0.0453672214876	-0.157866770512	0.314513764502	-0.254677956665	-0.123615430836	1.0	0.0844487174006	-0.0294229776697	0.50011285729	-0.204479212022
g__Clostridium	0.123049406659	0.0785454428327	0.0909592857611	-0.0319640071931	-0.0268669779717	-0.0208838403792	-0.102656546809	0.00306969335988	-0.104302646722	-0.109611982687	-0.0887443223781	-0.0290796865286	-0.0231862272145	-0.0509152929792	0.0693715995445	0.0665674186409	0.169430164193	-0.0112781783371	-0.0196114165179	-0.124481554346	-0.142457877873	0.192902094228	-0.132931039272	0.181546793133	0.0196240732303	0.0616357164648	-0.134834429875	-0.0790114330342	-0.0472773676615	0.138821837386	-0.0668965159308	0.00298221696214	0.0040122051551	0.0704800621244	0.011068563988	-0.0107527371281	0.145376960771	-0.0994577998653	-0.0511710308812	0.158440939502	-0.0578952517945	0.000881744624292	0.0844487174006	1.0	-0.00595016050313	0.00448582030057	-0.0342544592574
g__Collinsella	-0.137404518833	0.0954244916811	-0.0276072441796	0.047415044001	0.0276955504292	-0.0169812279214	-0.0319528033421	-0.0215803260761	-0.0223211652016	-0.0245781073426	-0.010804342459	-0.0995208339508	-0.0681399926932	0.000107783423294	-0.0547842800205	0.0121619428609	-0.124396839606	-0.0895628835576	0.00557737750564	0.0497829024023	-0.0601885388642	0.021879484661	-0.0379341653521	-0.00192411925126	0.0820405281819	0.0812000977693	-0.111336868367	-0.0389517050087	-0.0739911456124	0.261159255467	0.10168402209	-0.0304842930965	0.0653491563144	0.105777795864	-0.00973627728645	-0.106752967596	0.0290032687487	-0.109212787764	0.109592932663	-0.0106619417115	0.00184152473495	-0.119443716816	-0.0294229776697	-0.00595016050313	1.0	0.154060669416	0.0503115146257
g__Coprococcus	0.236751901785	0.0502189172496	0.517225453377	0.172207652561	-0.234687275941	-0.231567073648	0.0122483488251	-0.226006514803	-0.194124428641	-0.314976001035	0.428195421726	-0.283839347515	-0.315733416267	-0.317194138668	0.193996572145	0.0890385629441	-0.164132973717	-0.282074236439	0.430486576919	0.517019017324	0.32209729181	0.128435979545	-0.31536668076	-0.0845122510794	0.224974055062	0.163675064039	0.340329927416	-0.268859744055	-0.206195181515	0.181240716066	0.190534116607	0.625026422373	-0.17012720228	0.0480597204615	-0.162924475342	-0.326857788593	0.338347995274	-0.0250790061897	-0.184429279205	0.405622915869	-0.265357635165	-0.272926599286	0.50011285729	0.00448582030057	0.154060669416	1.0	-0.173619985495
g__Corynebacterium	-0.106545750673	-0.025362385384	-0.203053829204	-0.231141480788	0.382606520982	0.125038432369	-0.054308483642	0.143074930546	0.117946153856	0.14179570661	-0.172187153188	0.16624492374	0.0825351988307	0.197305591595	-0.10499730018	0.0300834933477	0.143237978563	0.277835640932	-0.225938548856	-0.207384625871	-0.239669957516	-0.0575729481047	0.0447163270705	0.134481913678	-0.0362399149841	-0.0774011332068	-0.230954799412	0.184359201516	0.0406053313644	0.035179037751	-0.150635862255	-0.248614638005	0.106567904128	-0.0275238246803	0.286093288209	0.184273479438	-0.158916871139	-0.00410893542199	0.397449579817	-0.268771718124	0.253740426311	0.0707319506865	-0.204479212022	-0.0342544592574	0.0503115146257	-0.173619985495	1.0
